text,cluster_id,topic
 After owning a 1999 Expedition XLT for 2 years and being very pleased with it in every aspect  I expected the same from the 2003 Expedition  Exterior looks great  except for being a follower of the new Explorer  but I have nothing against that  I particularly loved the new interior design  The third row seating is a vast improvement in the new Expedition  I did not have the power fold option for the third row  which is not a problem when letting the seat down  but getting it back up is a little tricky  I was pleased with the performance of the 5 4V8L and the independent rear suspension  The handling of the truck was much better than the old model  The wider mirrors were great just watch what you re doing when pulling into the garage But on to other things  my truck had a constant rattle coming from both the driver and passenger side doors  This absolutely drove me crazy  I took the truck to the shop 4 times for repair  with no success  The dealer called in a Senior Engineer from Ford  but he never determined exactly what the cause was  So at that point  I was extremely disappointed with the workmanship of the truck  I hated getting into it each morning knowing I had to listen to the rattle for the 45 minute drive to work  We tried to get Ford to buy the truck back  but we got the run around  They told us that it was a problem with the new design and they were going to develop a solution  but as of right then they didn t have one  To me  it seems they were telling us just to  DEAL WITH IT  We have a really bad feeling about Ford and the new Expedition  I really liked the truck and thought I would never go back to a car or smaller SUV  but I did  I now own a Jeep Grand Cherokee  I didn t think I could love a vehicle as much as I love my Cherokee,4,Ford SUV and Van
 My daughter recently took over control of the Family 99 Explorer  Plus I just dumped our van  With this  I decided that maybe my 3 seat explorer wasn t quite as big as I once thought  So  I am shopping for a Full size SUV  I hate mini vans  Besides  I need 5 cars like a hole in the head First Impression God this thing is huge  It looks a lot bigger than a Tahoe  but in reality  its about the same size  I liked the choice of exterior color  although a rust color would look great  I did not like the major use of plastic  It gave it a cheap look Drive train The 4wd unit I drove had the 5 4 V 8  Plenty of power  The gas gauge was at a quarter of a tank when I started the test drive and was dead on E when I returned  I only drove 25 miles I did not like its handling very much either  It leaned a lot and seemed bothered by large cross winds  Plus this one had an annoying rattle in the roof  Also  it rode like a buck board  My bum was very stiff  Interior I liked the seats and I like how the dashboard was laid out  But that is about all I liked  It was just plastic and some faux leather stuff  Plus I thought the DVD system took up to much room  I did not stay in more than thirty minuets  and that is about all I could stand  Durability If the rattle was any indication  it probably won t last very long,4,Ford SUV and Van
 Ok  let me start by saying  I really enjoy driving this car  It s low  fairly spunky  handles very well  and looks great  The front seats are comfortable  although a bit difficult to climb in and out of  The back seat is very small and not comfortable to ride in  but I generally don t need room for more than 2 so this isn t a problem for me  The trunk or hatch is pretty roomy  and can be expanded by lowering the back seats Well  now for the downside  I bought this car in July of 1999 for just under book value  I checked the title history and it had never been wrecked  Since the time of purchase I have spent several thousand on repairs  My first problem was the alternator  After 2 days in the shop and a  200 bill  I had it back and working fine  Next came the ignition system  requiring the distributor to be replaced for over  600  The next inspection required back brake calipers for around  300  My most recent problem is a bad headlight motor which sells for  400  Anyway  these are just the major repairs  Add this onto a new set of tires  a timing belt  oil changes  and other general maintenance  insurance  and well  you do the math  All of this happened in under 12 months of driving I have really enjoyed driving this car when it was working properly  It just hasn t done well at all for me  Since purchasing this thing  I ve been in contact with several other  93  amp   94 Probe GT owners with a similar story  Taking all this into consideration  I obviously can not recommend this vehicle Oh  by the way  mine is for sale if you re looking for one br br,0,Mustang Car Reviews
 I bought this vehicle used in 1997  It had only 42 000 miles on it  a modest amount for Los Angeles  and looked to be in great shape  The previous owner certainly kept up the aesthetic quality of the car  So I test drove the car and after doing a little research decided to buy it Well the problems started soon after that  The first major repair was when there was short in the electrical components of the car s overdrive  It would cause the car s RPMs to ramp up in spurts  So I took it in and they had a hard time even finding the problem and then fixing it  several days in the shop and several hundred dollars later I got it back Then I was driving home from work one day and a spark plug popped out of the engine block  I know it sound implausible but it happened  that required new wires  The exhaust pipe broke at a seam in the middle  that had to be soldered  It was leaking tranny fluid from the pan  All sorts of things that add up to a few hundred dollars And then the biggie  a complete valve job and replacement of the O2 sensor  It was leaking oil into the area of the spark plugs  I found out that this is a COMMON problem of these  93 Probes  That was  1400 and six days in the shop And then there are the minor things  like the inner door panel on the driver side coming off  The power window switch falling off  the power attenae being power less  The window fluid sprayer is basically not working  There are a few noticeable rattles  So this car  at least for me has been nothing but a headache as well as a financial drain  When it is operating  it is fun car to drive  I love the look of it  and it certainly has some spunk with it s V6  although I wish it accelerated a bit better  There is ample room in the trunk  but equally  quot un quot ample room in the rear seats for passengers  The driver side seat doesn t really go back as far as I would like  I would suspect for someone taller then me  5  10 quot  it would be a problem  But the seats themselves are quite comfortable  It corners on a manhole cover  i e  very wide  But it drives very comfortably  especially if you like a fairly stiff ride I bought the car because I liked how it drove and looked  My understanding is that the  93 and  94 models have a lot of problems  93 was the first year of their redesign  which may explain a lot of the problems  If you like the look and you like it when you test drive then if my experience is indicitive  then perhaps you need to look at a  95 or later br br,0,Mustang Car Reviews
 I bought my 93 Ford Probe GT used in 1998 from a Jeep dealer  STUPID  I test drove the car and liked it because of the way it looked   it was sporty and fun to drive  It only had 48 000 miles on it  with a purchase price of  9 995  which I now know was about  9 900 too much  When we bought the car  there was a couple of cosmetic things that needed fixed  i e  passenger side door panel falling off  etc  These were fixed within a few weeks  About 6 months into our ownership  some other not so cosmetic problems started happening   brakes grinding loudly  muffler not muffling  normal wear and tear  but things that should have been checked before the dealership sold the car  We took the car in and 2 days later  these simple things were fixed In October of 1999  approx  18 months after purchase  came the motherlode  The Probe overheated one morning when I got to work  I shut the car off and fluids started draining from what seemed like everywhere under the hood  The dealer I bought the car from came to my location and picked up the car  After they looked at it  they assessed that the water pump had gone out  the oil pan gasket was leaking and it basically needed a valve job  Thank GOD for extended warranty  I was without my car for approximately 1 1 2 weeks  Total cost for that job was around  1500  Then when I got the car back  the  quot Check Engine quot  light was on  I called the dealership back and asked why the light was now coming on  when it was not before  They looked at the car again  and found  they thought  that the Mass Airflow Sensor was bad  226  They replaced it  but it did not fix the problem  Then they thought the O2 sensor was bad  another  200 some    replaced it  to no avail  Finally they told me after another week  that they thought the EGR valve had gone bad  but that it would not be covered under warranty  310 for the part alone  I explained to them that even though they considered this a  quot wear and tear quot  part  I should not have to pay for it  We went back and forth  I took the car back and drove it  engine light flashing in my face and all  until I contacted the Better Business Bureau and a local television station  The dealership finally agreed to do the replacement I scheduled my appointment and took the car in  It took them about 3 days to get the part  When they replaced the EGR valve  guess what    it did not fix the problem  Surprise  surprise  So  they cleaned some vacuum lines  etc  still could not find the problem After about a week in the shop  they decided to send it to the Ford dealer down the street and let them look at it  Two and a half weeks later  I get my car back  but only after they put the car on their computer  it told them a part to replace  they replaced it and it didn t fix the problem  Ultimately  I think  it turned out to be a problem with a vacuum pump  or something Now  8 months later  yet another seemingly  quot impossible to figure out quot  problem has surfaced  On July 1  2000  my car quit running  unexplainably  Three different repair shops have looked over the car  trying to determine if it is an electrical problem  which I now understand these cars are notorious for having  or a fuel problem  No one can seem to figure it out  So now  I m back to the Ford dealer on Monday   I wonder if they can pinpoint the problem  I don t have a whole lot of faith I would not recommend this vehicle to anyone  unless you have money to just throw away  and a backup car to drive about every 6 months  for about a month at a time  and if you are just looking for a headache br br,0,Mustang Car Reviews
 I bought this vehicle from a friend in 1999  he made me an offer I couldn t refuse  The car is beautiful  sporty and ahead of its time  Overall  the Probe is a great looking car  The body is very stylish today  even though it was made in 93  it s an eye catcher  There have been no major problems with rust  I love all of the options  ex  power sunroof  power seats  spoiler  alarm  ect  The Probe GT has a lot of power with it s V6 engine  It also handles well in the snow and rain  The front seats are very comfortable and adjust to accommodate your liking  However  the back seats have virtually no legroom and are not designed for the comfort of backseat passengers  The ride is a little stiff and bumpy but generally speaking  it s enjoyable  Unfortunately  I have had a lot of repairs made in the short time I have owned it  All mechanics I have been to say that it is a tough car to work on  Not to mention  every little piece of the 93 GT is expensive to replace  In the 8 months I have owned the car I have had replaced or fixed  All 4 tires  350 Throttle sensor 200 all spark plugs 100 Tune up 200 Muffler system front to back 450  I also had the transmission worked on several times  The mechanics couldn t find the problem until the third time I brought it in to them  Finally  they had taken it to the local Ford dealer and diagnosed it with a short in the transmission as well as being burnt up  The whole system was replaced  Luckily  it was still under warranty from the person who owned it before me  He had paid  1 000 only a few months prior  One problem I have now is that the Rpm s are very jumpy I think this may have something to do with the computer  as 93  GT s are known to have problems with this  I have no washer reservoir for the front windshield because it had cracked  I was told by Ford that the reservoir alone would cost  200  I had the entire sound system replaced  the stock CD player broke only a few weeks after I bought the car and the speakers were already in need of replacement  The problem with this is that the EQ only works with the stock CD player  I had called Ford about replacing the old one with a new stock radio and the cost was  500  In turn  I replaced it with an after market stereo  which disabled my equalizer  but my new system is fantastic  I have a few squeaks and rattles that I probably should have checked out  but with the cost of everything on this car I m afraid to find out  Once I regain some money  I will probably sell my 93 GT   I have a few suggestions for anyone thinking of buying a 1993 Ford Probe GT  Take into consideration the mileage  if it s high don t buy  Find out how many people have owned the car  Don t forget that it s a sports car it may have been be abused  Understand that you most likely will have problems with this car and be prepared to dish out a lot of money  I would look into a different year and or model  Another member of my family owns a first generation Probe 1989  and hasn t had too many problems  even with 160 000K  They are fairly reasonable to fix too,4,Ford SUV and Van
 I bought this car on December 31 1998  Since I have had nothing but problems  In May of 1999  my transmission let go  This happened at 60 mph on the highway  Transmission specialists rate the Probe as a Specialty car  Therefore  the repair price was inflated 3 000  All the specialists I contacted claimed it was a VERY complicated job  I did find someone to do it for  1 500  The drawback was the Probe ended up being in their shop for a month  Next  the intake manifold gasket let go  Again  I heard SPECIALTY car  Again  I heard complicated to fix  I received a quote of  300   5 for the gasket 295 for the LABOR  I did find a decent mechanic who did the job for  150  I don t know if mechanics in others areas use the word SPECIALTY as an excuse to jack up the price  In my area it seems to be the norm  Ford Probes are known to have electrical problems  So far  mine have been minor just turn signals  Just last week  I got a flat  Of course this happens to any make or model car  The price for tires is higher than average  According to the tire dealer  the tires are specific  SPECIALTY I GUESS  to the car  I have very little faith in the car s dependability  I am just waiting to see what will go wrong next  I bought the PROBE because of her looks  She s a beauty  Therefore  I am NOT surprised by the problems  I had hoped the FORD CO  had paid some attention to mechanical parts  I love the way she drives when in tiptop condition  She s smooth as a baby s butt and purrs like a kitten  Upkeep  of course  will continue to remain a problem  It is fine for folks who have the budget to keep up with it  Money is not the only factor  The inconvenience and the waiting associated with the Probe going in and out of the shop is frustrating  It s a nice little car  but keep the Excedrin handy  When I purchased this car it had 71 000 miles  I have heard the engines last till somewhere around 150 000  All one can do is hope If you re considering purchasing a Probe please keep an eye out for its SPECIALTY problems   TRANSMISSION and ELECTRICAL  I really think it s best suited as a SECOND car br br,1,Car Ownership Experiences
 I can not place this vehicle on my love it or hate it list because both are true  In 1996  my husband and I decided to purchase a new car  He wanted something he could tow things with and keep his tools in  I wanted something with four doors so I would not have to fight with car seats  We searched around our area and came across the perfect medium  It had what we both wanted  We bought this 1992 Ford Explorer  quot Eddie Bower quot Edition SUV  We were both happy with our purchase  We made our purchase in October of 1996  By May of 1997  we had to replace the transmission  I attributed this to my husband going four wheeling in a two wheel drive vehicle  This venture cost us  1900 We shipped the truck to Germany and for three years we prayed that we would not have transmission problems  We did  once  but my husband was able to fix that on his own  We did  however  have problems with the starter  We replaced it several times while in Germany  This ran us  300  each time  We attributed that to the weather in Germany All of this puts us in the year 2000  We return from Germany and embark on a road trip from Pennsylvania to Texas  Our move involved towing a trailer  We were assured by the Ford Dealer and the transmission shop that the transmission would hold up for the trip They were wrong  We made it as far as Odessa  Texas  To be exact  we made it to mile marker 104 on I 10  That is where we were stranded because the transmission blew out  Four days and  1900 later  we have yet another transmission  It is under a 90 day guarantee  We are assured that we will no longer have problems with the transmission Sixty five days later  my husband is on foot because the transmission has gone out AGAIN  We now have to tow the truck over 200 miles to get the transmission replaced under the warranty  Another  342 we have to spend just getting the truck to the destination  Not to mention the money of getting there to get the truck when it is fixed It seems everyone knew about the problems with Ford A Cs another review all together  starters  and transmissions  They just all seemed to forget until after we had all the problems  The above is why I hate the Explorer This is why I love it It is paid for  I have the title for it  It is roomy  I love that it has the 60 40 seats  There is plenty of room for suitcases and tools all at the same time  The car seats all fit comfortably  I have had three bulky car seats in the back at one time Being a short woman  I love the adjustment switches that allow me to be close enough and hight enough to see over the steering wheel  This is funny to my husband because he has to move the seat back before he can even get in the truck  When I am in my Explorer  I feel as big as the other people on the road  I will be upset when we sell the Explorer for the reasons listed above  You can bet that I will look for something larger so I do not feel like a  short  person on the road  I love my Explorer  but I hate that I do not have deep enough pockets to keep it,1,Car Ownership Experiences
 I inherited BOB T  named by my brother stands for big old brown truck  for my birthday 4 months ago  I paid a symbolic  1500  and while I love it  I m ready to sell it I d always wanted an SUV after a few years of driving my teeny tiny Toyota Tercel  so I was thrilled to get my brother s Explorer  When I got it  it had just over 101k miles on it  At first I was pleasantly surprised by how comfortable the seats were and with all the nifty little places to store stuff  like under the front arm rest  I was even more delighted to see that my gas mileage was much better than expected  I get about 20 23 mpg in the city and about 25 on the highway  The acceleration is pretty darn good  I oftentimes beat sporty little cars out of stoplights  Once the initial delight wore off  that s when the problems started  Now I understand that my BOB T is 11 years old  but my brother took care of it well  so I didn t expect to be shelling out this kind of money  About 3 weeks after I got the truck  I had to replace the tranny  nice lil dent in my wallet  All seemed well for a week  but it started slipping again  I took it back to the dealership  and they fixed that problem to the tune of  575  About 2 weeks later  the brakes went out on me  Back to the dealership and had the brakes replaced  my wallet is taking a serious beating by now  The brakes haven t worked properly since then  and no dealership or mechanic has been able to fix the issue Just two weeks ago  I was driving down a busy street parkway and the brakes went out on me again  This time  I couldn t pump the brakes to get this behemoth vehicle to stop  I ended up losing control and hitting a guardrail  I didn t do any serious damage to myself or the truck  thank God  But to add insult to injury  as I was creeping back home from my little accident  the tranny slipped severely and I almost ran into the back of an ice cream truck  At that point  I just had the thing towed to the dealership and told them that it was now their problem  They  fixed  the braked and the tranny again this time to the tune of  2400  my wallet can t take much more of this torture  The last time I drove the truck was 4 days ago when I brought it home from the dealership  I m a little scared to drive it I kind of look at it as a deathtrap now  So now it s a very nice driveway decoration  Although I ve had some serious mechanical issues  I love this Explorer because it can haul some major stuff  I was able to haul all of my stuff home from college in one trip  that s nothing to sneeze at considering I had everything but the kitchen sink in my dorm room  I love the feeling of being up higher than everyone else  and it s a great vehicle to take on camping trips with a whole bunch of friends My best advice  you want an SUV  buy it new that way the warranty should take care of most any mechanical issue you can have  These are great vehicles  but older SUV s like mine are best left for off roading and camping  not your everyday commute,1,Car Ownership Experiences
 I bought this because I needed 4WD and wanted something popular that I could easily resell  I bought it used at 128k and have put about 60k on it  In the 22 months of ownership  I have spent over  6 500 in repairs and have replaced the A C  the transmission  the 4WD gears and lots of minor stuff  The thing is my repair shop  to whom I am very loyal  explained they see the same repairs over and over on Explorers  This is the 2 A C replacement and the 2nd transmission replacement I put a lot of highway miles on my cars and have had this truck in 4WD for less than 100 miles total  I change the oil and have it serviced like a good boy and they fellow from whom I bought it was a nutcase for servicing  This truck  as popular as it has been  is not engineered to last  I will not buy another one of these,1,Car Ownership Experiences
 My Ford Explorer was the first vehical i have ever bought on my own  The thing after i bought it was great  Loved it to death  I owned the road in it and i loved working on it Then one day the transmission went out  No big deal i thought  this happens after 138 000 miles  After that all was good for awhile till something else broke  When ever one thing would break  it would break something else  I spent over  1200 fixing sensors that blew each other out  Finally the last straw was when my engine blew  Evidently a bearing went out and is causing the crankshaft to walk out of the engine  ITs off the road now waiting to be rebuilt then sold to some other unlucky person Driving it was great  Off road or on road i only got stuck once  i was dumb  and it hugged the road  In my buddies Explorer  same year  we spun out on a dirt road goin 55 and was going sideways down the road  I figured we would have flipped over but it stayed stuck to the road  when we hit the clay embankment  injuries were non existant and the total damage was around  1000  It took the beating with out a problem  I was in a fender bender in mine and all i had was a scratch on my bumper when the lady had to get a whole new grill and stuff  I think the problem was that my bumper hit her grill hood  Too bad for the small car This is a great truck for someone who wants to rebuild it and modify it but not for someone with a small budget  me  The costs of keeping the engine and sorts working with this many miles on it was just too much br br,1,Car Ownership Experiences
 First  I would like to state that I did not choose to buy my 92  Ford Explorer  My parents bought this sports utility vehicle for me on my sixteenth birthday  With out any knowledge of this vehicle  they bought it blindly from an auction no less  one thing that you should never do  As I was looking up good and bad trucks to buy from consumer reports  it states that this years ford explorer was a bad choice to buy because it has many problems  I absolutely hate this vehicle for the fact that every time I would like to go somewhere  something goes wrong with it  Every 1000 miles  I have to fill the oil up one quart  and it is such a pain to deal with  Then another thing that goes wrong with this car is that the windows  or electrical problems have started to arise  If you have ever rode a horse  it is the same feeling as riding in this truck  Anyone who wants to buy this vehicle  would be a fool br br,4,Ford SUV and Van
 It s 8 30 AM and I am on my way to work in my economy Toyota  Cruising in the fast lane  I notice a Ford Excursion poking along in the slow lane ahead of me  As I get closer to passing it  I notice the wall of SUV next to me getting closer to me  I slam on my breaks and the Excursions back end barley misses taking off the front end of my Toyota as it moves into the fast lane in front of me  Did the driver even see me  Were they even looking  Maybe those big mirrors on the side weren t aimed low enough to pick up my car  If they d hit me  would they have noticed  Now driving behind the mammoth  I can see the silhouette of the driver  the only person in it  through the back windows  Ah  the driver is on a cell phone  I honked and flashed my lights  but I don t think they noticed  Okay  this review is not just trashing the Excursion  I m mainly writing it to bring up a few important points about large SUVs to consider before purchasing  As you know  large SUVs have been stirring up a lot of controversy lately that buyers should know about before purchasing  I recently purchased a new car  but considered an SUV first and did a lot of research into them and promptly changed my mind First of all  there are lots off hidden costs on large SUVs  like the Excursion  Of course  unless you have  40 000  to spend on one  you are going to have a high car payment  Which is obvious  most consumers expect this  But did you budget the high fuel cost as well  A Ford Excursion weights about 7 600 pounds  Because of this  it has a V8 or a V10 engine  Which means it gets 12 5 miles per gallon or less  the V10 averages 7 miles per gallon  My Toyota gets 7 times that mileage  Meaning that an Excursion driver is paying on average 4 to 7 times more for gas that a car driver  This will add somewhere between  175 to  350 a month to your car payment  Still think you can afford this  Then lets talk insurance  Because the Excursion is big and heavy  if the driver gets into an accident  like what almost happened to me above  it will cause a lot of property damage and injuries that your insurance company will have to pay for  On top of that  there is a big risk that the drivers or drivers family of the smaller cars will sue you  Which means you and or your insurance company could be out a lot of money  They plan for this by charging a lot higher premium on SUVs than normal size cars  You should get a quote from your insurance company first Now  on average  the Excursion puts out over 3 times  or more with a V10  the carbon dioxide of a normal sized car  This really angers people who care about the environment and causes them to do things to protest against this  One of the popular things is  SUV tagging  Where they ll put bumper stickers on your SUV say mean things like your changing the climate and you don t care about the air  Please check out the sites I have listed below for more information on this http abcnews go com sections us DailyNews madtaggers001225 html http www baaction org SUVticket index html http www idontcareaboutair com bumpers index shtml http www charm net marc chronicle suv may01 html http poseur 4x4 org topten html This is a new trend and who knows where it will go  But do you want to constantly worry about your expensive SUV being vandalized and then pay for the repairs  That s just more costs to worry about  Like keeping your vehicle in your garage  Not the Excursion and most large SUVs  they won t fit unless you have a custom garage  I bet that s expensive also  Or just leave it out side all the time and worry about vandalism One more popular misconception about large SUVs is that they are safer for families  For the most part  they are not  Especially Fords  The new VW Beetle gets better crash test ratings that most Ford SUVs and trucks  Do your research first,2,Car Review Collection
 I have read many reviews on automobiles from aesthetic  interior  power  warranty  options  etc  points of view  I believe an important  but always neglected area  though is from an undercar point of view  and let me tell you  most people are missing a very important part of researching a prospective major purchase by not being well enough informed about the running gear  There are some very well engineered and built suspensions out there  but all the same some very weak and suspect ones in my opinion  and my purpose is to help you make a more informed decision  If a decision is being made between one of a few different vehicles  I hope to help you decide based on my experience  which one will be better for you from the standpoint of strength of  and reliability of  one of the most important parts of the vehicle as a whole  the steering and suspension system  The Ford Contour  unfortunately  from an undercar standpoint falls into the category of a weak and suspect suspension  I just read a great review by mkaresh on the Ford Contour from almost every other viewpoint but the undercar  but he is an intellectual professional and I am a mechanical professional and I m quite sure he doesn t spend a lot of time on a dirty shop floor  In times past I could look at my schedule at work and accurately predict by what vehicles were on it where I would be able to take a break because I would be sure I would just be writing an estimate and not doing an alignment on that one  Unfortunately the Contour is starting to come into this category  To start off with one of the things about the Contour that I don t like is that the ball joints and outer tie rods both are susceptible to premature wear out  Neither are factory greasable  but to be fair  hardly any cars anymore allow for chassis lube  In as little as 60 000 miles I have seen Contours needing both lower ball joints and outer tie rod ends replaced due to loosness  It is not an extremely expensive repair  but one would hope not to have to get that news at such a low mileage point  I am sure if you are the original owner things should be covered under warranty  but how many times has the dealer been very co operative with you and taken care of a warranty claim without any trouble   But if you are the second owner   Another bothersome problem cropping up with the Contour lately is the rear coil springs break  They seem very small in diameter compared to other cars in this class and are in fact weak  Usually in replacing coil springs on most vehicles you need a spring compressor to remove and replace springs due to the extreme pressure  but I changed rear springs on a Contour not too long ago and was able to push the spring down and start the nut on the strut shaft with just hand pressure  These were Ford motor company factory replacement springs  and hopefully an aftermarket spring will be stronger  The Contour is only toe adjustable  not allowing for any caster adjustment nor front or rear camber adjustment  so if you give it a little curb shot and it gets knocked out of align  there just is no taking it to your tech and tweaking it back into align  It is out and will stay out  except for the toe angle  If you are considering a new Contour read more reviews and weigh them out against this one to see if you can justify the purchase  if you are considering a used one  have it checked carefully by YOUR mechanic for the things mentioned above  Hopefully this will help you in making an informed decision  I for one would never own a Contour  but I am basing this on just my experience from underneath  you make the call,4,Ford SUV and Van
